0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0001099	4.2083e-05	1.4131e-05	2.8125e-07	-1.9045e-05	-6.4786e-05	-0.00013402	-0.00044443	-2.439e-07	1.585e-10	9.7772e-14	0	0	0	0	0	0	0	0	0
0.00060199	0.00028362	0.00011998	9.9237e-06	-7.0765e-05	-0.00016611	-0.00027733	-0.00070326	-1.1763e-06	1.7694e-08	9.352e-10	0	0	0	0	0	0	0	0	0
0.0015672	0.00083196	0.0004025	6.053e-05	-0.00013723	-0.00027833	-0.0004174	-0.00091219	-2.3837e-06	2.5954e-07	3.8082e-08	0	0	0	0	0	0	0	0	0
0.003009	0.001736	0.00092327	0.00020175	-0.00018436	-0.00037729	-0.00054107	-0.0010809	-1.624e-06	1.6594e-06	3.8627e-07	0	0	0	0	0	0	0	0	0
0.0048892	0.0030059	0.0017196	0.0004905	-0.00016343	-0.00042913	-0.00062662	-0.0012	6.6172e-06	6.7317e-06	2.0422e-06	0	0	0	0	0	0	0	0	0
0.0071485	0.0046251	0.0028074	0.0009814	-1.6623e-05	-0.0003905	-0.00064323	-0.0012489	3.2303e-05	2.048e-05	7.3861e-06	5.7039e-10	0	0	0	0	0	0	0	0
0.0097176	0.0065599	0.0041849	0.0017198	0.00031575	-0.0002123	-0.00055296	-0.0011986	9.0352e-05	5.1086e-05	2.0827e-05	1.1192e-07	0	0	0	0	0	0	0	0
0.012524	0.0087655	0.0058366	0.0027377	0.00088845	0.00015542	-0.00031418	-0.0010161	0.00020035	0.00011019	4.9254e-05	1.4309e-06	0	0	0	0	0	0	0	0
0.015497	0.011191	0.0077366	0.0040515	0.0017457	0.00075833	0.00011447	-0.00066693	0.00038553	0.00021272	0.00010219	7.5482e-06	0	0	0	0	0	0	0	0
0.01857	0.013784	0.0098516	0.0056622	0.0029174	0.0016335	0.0007702	-0.00011932	0.00067123	0.00037622	0.00019159	2.5531e-05	0	0	0	0	0	0	0	0
0.021681	0.016491	0.012144	0.0075562	0.004417	0.0028063	0.0016828	0.00065357	0.0010831	0.00061989	0.00033137	6.6049e-05	9.7536e-10	0	0	0	0	0	0	0
0.024776	0.019262	0.014572	0.0097075	0.0062416	0.0042883	0.0028722	0.0016713	0.001645	0.00096335	0.00053665	0.00014279	1.0906e-06	0	0	0	0	0	0	0
0.027807	0.02205	0.017096	0.01208	0.0083722	0.0060771	0.0043473	0.0029446	0.0023777	0.0014254	0.00082286	0.00027143	1.1738e-05	0	0	0	0	0	0	0
0.030734	0.024811	0.019673	0.014629	0.010776	0.0081566	0.0061049	0.0044752	0.0032968	0.0020225	0.0012048	0.00046835	4.916e-05	0	0	0	0	0	0	0
0.033521	0.027506	0.022264	0.017307	0.01341	0.010498	0.0081307	0.0062551	0.0044123	0.0027683	0.0016957	0.00074943	0.000135	0	0	0	0	0	0	0
0.036142	0.030103	0.024831	0.020062	0.016222	0.013063	0.0104	0.0082678	0.0057273	0.003672	0.0023066	0.0011288	0.00029152	1.6383e-06	0	0	0	0	0	0
0.038574	0.032572	0.027339	0.022842	0.019154	0.015804	0.012879	0.010489	0.0072382	0.0047381	0.0030451	0.0016181	0.0005388	3.1576e-05	0	0	0	0	0	0
0.0408	0.034888	0.029757	0.025597	0.022146	0.018669	0.015527	0.012887	0.0089348	0.0059662	0.0039158	0.0022254	0.00089304	0.00013232	0	0	0	0	0	0
0.042807	0.037031	0.032055	0.028279	0.025139	0.021603	0.018298	0.015425	0.010801	0.0073507	0.0049192	0.0029554	0.0013656	0.00033618	0	0	0	0	0	0
0.044587	0.038985	0.034207	0.030843	0.028075	0.02455	0.021144	0.018066	0.012814	0.0088812	0.0060521	0.0038087	0.0019626	0.00066369	0	0	0	0	0	0
0.046133	0.040736	0.036193	0.033252	0.0309	0.027455	0.024015	0.020765	0.014948	0.010543	0.0073073	0.0047819	0.0026851	0.001125	2.1952e-05	0	0	0	0	0
0.047444	0.042276	0.037992	0.035472	0.033566	0.030267	0.026861	0.023482	0.017173	0.012316	0.0086744	0.0058683	0.0035295	0.0017216	0.00018444	0	0	0	0	0
0.048518	0.043596	0.03959	0.037474	0.036031	0.032938	0.029636	0.026175	0.019457	0.01418	0.01014	0.0070579	0.0044881	0.0024485	0.00053017	0	0	0	0	0
0.049357	0.044693	0.040975	0.039238	0.03826	0.035428	0.032295	0.028803	0.021766	0.01611	0.011687	0.0083378	0.0055497	0.0032951	0.0010575	0	0	0	0	0
0.049962	0.045564	0.042137	0.040746	0.040226	0.037702	0.034799	0.03133	0.024067	0.018079	0.013298	0.0096929	0.0067006	0.0042478	0.0017504	0	0	0	0	0
0.050336	0.046207	0.04307	0.041988	0.041909	0.039729	0.037115	0.033723	0.026327	0.020061	0.014952	0.011107	0.0079249	0.0052901	0.0025862	0	0	0	0	0
